datetime,category_id,category_name,store_name,amount,card_name,card_type,transaction_type,member_id
2020-10-12 14:12:26,4,주유,SK에너지,15500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-12 15:08:37,7,쇼핑,현대백화점,18600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-12 16:23:31,9,교육/육아,리디북스,10100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-12 16:32:56,6,마트,농협하나로마트,18300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-12 17:33:17,12,기타,철물점,22800,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-13 12:32:50,7,쇼핑,ABC마트,3800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-13 16:04:30,5,영화/문화,예술의전당,19000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-14 08:44:41,7,쇼핑,신세계백화점,8200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-14 09:28:51,12,기타,다이소,4900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-14 10:09:30,3,외식,김밥천국,11100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-14 11:54:18,12,기타,다이소,16100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-14 13:48:37,2,카페/디저트,이디야,17200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-14 15:29:12,2,카페/디저트,이디야,14900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-14 20:02:14,5,영화/문화,키즈카페,7300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-15 10:19:14,7,쇼핑,현대백화점,8900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-15 15:23:48,3,외식,맥도날드,16100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-15 16:16:25,5,영화/문화,캐리비안베이,8900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-15 18:47:57,2,카페/디저트,투썸,14000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-16 11:59:52,6,마트,트레이더스,19800,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-16 14:25:09,7,쇼핑,유니클로,11100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-16 17:26:21,12,기타,철물점,10500,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-16 23:03:41,7,쇼핑,에이블리,13000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-17 13:37:20,7,쇼핑,에이블리,7600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-17 14:05:30,7,쇼핑,에이블리,4300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-17 19:53:33,6,마트,홈플러스,12800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-18 11:37:00,12,기타,철물점,10800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-18 17:27:04,7,쇼핑,롯데백화점,15200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-18 19:07:40,2,카페/디저트,엔제리너스,15400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-18 20:45:49,1,편의점,GS25,15700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-18 21:52:12,3,외식,김밥천국,8500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-18 22:38:26,5,영화/문화,메가박스,12500,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-19 10:27:12,6,마트,홈플러스,12100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-19 13:47:57,3,외식,김밥천국,11200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-19 20:34:51,6,마트,농협하나로마트,21400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-20 11:46:41,4,주유,SK에너지,18000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-20 17:04:16,12,기타,올리브영,13500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-21 15:59:45,7,쇼핑,신세계백화점,18400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-21 18:54:55,12,기타,인테리어,3100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-21 20:57:05,5,영화/문화,현대미술관,17400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-21 23:17:04,7,쇼핑,신세계백화점,4400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-22 08:30:59,2,카페/디저트,투썸,8000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-22 09:07:39,6,마트,마켓컬리,9300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-22 09:54:41,3,외식,투다리,6700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-22 13:06:48,4,주유,SK에너지,9900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-22 13:45:12,7,쇼핑,지그재그,7900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-22 17:20:25,11,여행/숙박,에어비앤비,6700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-22 20:16:44,12,기타,올리브영,5800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-23 09:49:38,7,쇼핑,유니클로,9600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-23 16:09:05,6,마트,GS마트,18900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-23 16:11:56,5,영화/문화,캐리비안베이,9300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-23 16:38:55,2,카페/디저트,할리스,10900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-23 23:29:38,12,기타,미용실,15400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-24 10:21:45,2,카페/디저트,스타벅스,7000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-24 11:36:34,11,여행/숙박,모두투어,7600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-24 11:47:15,12,기타,다이소,5400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-24 15:34:08,7,쇼핑,에이블리,12900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-24 19:32:19,2,카페/디저트,할리스,9900,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-24 20:30:04,3,외식,맥도날드,13900,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-24 20:55:48,3,외식,투다리,9800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-24 21:31:24,5,영화/문화,예술의전당,7300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-24 22:07:12,12,기타,올리브영,17600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-24 23:05:43,7,쇼핑,현대백화점,13200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-25 08:26:03,7,쇼핑,롯데백화점,15600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-25 18:35:18,1,편의점,세븐일레븐,23200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-26 17:17:30,11,여행/숙박,모두투어,10400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-26 20:08:43,9,교육/육아,클래스101,13900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-26 20:09:18,2,카페/디저트,커피빈,16800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-26 21:04:47,6,마트,마켓컬리,3400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-27 14:01:52,2,카페/디저트,스타벅스,10200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-27 15:50:30,2,카페/디저트,카페베네,11600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-27 16:29:22,6,마트,롯데마트,2800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-27 17:51:04,5,영화/문화,CGV,8200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-27 18:53:31,3,외식,채선당,5800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-27 23:07:28,12,기타,미용실,6000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-27 23:32:13,3,외식,롤링파스타,10700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-28 15:09:47,6,마트,롯데마트,4800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-28 15:14:47,2,카페/디저트,투썸,10400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-28 16:50:40,3,외식,역전할머니맥주,6300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-10-28 19:48:37,7,쇼핑,무신사,3000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-28 19:57:31,7,쇼핑,유니클로,8800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-28 20:30:25,11,여행/숙박,모두투어,9800,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-29 08:21:01,6,마트,GS마트,7900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-29 16:00:32,7,쇼핑,에이블리,4800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-30 09:07:21,8,병원/약국,이비인후과,14600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-30 12:22:28,2,카페/디저트,이디야,5300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-10-30 14:40:19,7,쇼핑,무신사,7300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-30 16:49:04,5,영화/문화,롯데시네마,9400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-31 10:45:53,7,쇼핑,현대백화점,8500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-31 12:07:43,12,기타,다이소,4500,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-10-31 16:01:34,5,영화/문화,롯데월드,8200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-31 20:21:11,2,카페/디저트,스타벅스,9800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-10-31 21:16:41,12,기타,철물점,9800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-10-31 22:14:14,3,외식,역전할머니맥주,4000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-01 00:00:00,13,통신,KT,50000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
2020-11-01 01:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,신용카드,정기결제,4
2020-11-01 10:45:33,10,자동차/하이패스,경부고속도로,8900,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-01 11:29:40,11,여행/숙박,KTX,7200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-01 11:39:21,6,마트,이마트,13400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-01 13:18:03,12,기타,다이소,1400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-01 16:53:04,2,카페/디저트,이디야,12700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-01 23:51:58,4,주유,S-OIL,5600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-02 17:26:49,2,카페/디저트,메가커피,4300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-02 19:14:31,7,쇼핑,에이블리,5300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-02 21:37:49,3,외식,역전할머니맥주,2800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-03 08:16:09,3,외식,역전할머니맥주,4400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-03 12:37:48,2,카페/디저트,엔제리너스,8300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-03 13:43:08,11,여행/숙박,야놀자,6900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-03 18:49:46,11,여행/숙박,KTX,9000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-03 18:59:10,1,편의점,CU,11000,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-03 21:22:02,3,외식,배달의민족,7000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-04 10:19:51,7,쇼핑,신세계백화점,4100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-04 13:44:57,2,카페/디저트,투썸,3900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-04 14:04:02,2,카페/디저트,카페베네,9700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-04 15:12:19,11,여행/숙박,KTX,11400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-04 16:27:24,7,쇼핑,H&M,14000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-04 17:02:59,9,교육/육아,영풍문고,11800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-04 17:46:20,5,영화/문화,롯데월드,7200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-04 19:44:31,3,외식,김밥천국,10500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-04 21:55:56,5,영화/문화,현대미술관,5700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-04 22:08:58,5,영화/문화,캐리비안베이,11100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-05 08:37:04,6,마트,마켓컬리,6100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-05 10:23:16,5,영화/문화,롯데월드,8000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-05 17:54:21,1,편의점,세븐일레븐,8200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-05 20:31:23,7,쇼핑,H&M,8000,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-05 23:01:49,7,쇼핑,H&M,11100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-05 23:24:49,5,영화/문화,메가박스,9700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-06 12:52:56,3,외식,원할머니보쌈,13100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-06 14:13:04,3,외식,본죽,13900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-06 17:03:02,2,카페/디저트,카페베네,13100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-07 10:09:38,7,쇼핑,신세계백화점,7500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-07 11:09:48,7,쇼핑,지그재그,13800,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-07 11:39:24,7,쇼핑,현대백화점,8600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-07 13:06:12,7,쇼핑,롯데백화점,10500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-07 15:21:24,12,기타,인테리어,10600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-07 17:44:16,1,편의점,CU,8500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-07 18:56:39,12,기타,미용실,11700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-07 21:23:54,12,기타,인테리어,4500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-08 09:09:05,12,기타,미용실,6900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-08 09:53:42,12,기타,철물점,8400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-08 13:57:24,7,쇼핑,지그재그,13000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-08 15:01:34,6,마트,농협하나로마트,10300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-08 18:57:14,3,외식,배달의민족,8700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-08 23:25:22,12,기타,다이소,1400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-08 23:26:51,12,기타,다이소,5600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-09 13:14:25,5,영화/문화,현대미술관,12300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-09 15:14:02,7,쇼핑,신세계백화점,14800,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-09 18:07:15,7,쇼핑,롯데백화점,3200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-09 19:28:30,7,쇼핑,현대백화점,4000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-09 21:56:51,6,마트,롯데마트,14900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-09 22:04:59,3,외식,본죽,9200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-09 22:56:44,6,마트,트레이더스,6000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-10 12:35:16,9,교육/육아,교보문고,8200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-10 13:22:00,3,외식,이삭토스트,12600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-10 14:01:17,3,외식,원할머니보쌈,3000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-10 14:55:39,2,카페/디저트,엔제리너스,9500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-10 15:00:59,11,여행/숙박,아고다,10800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-10 22:31:12,2,카페/디저트,투썸,7200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-11 10:41:39,12,기타,인테리어,3300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-11 15:05:45,12,기타,미용실,4600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-11 15:24:00,5,영화/문화,캐리비안베이,6200,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-11 19:58:18,4,주유,에이치디현대오일뱅크,7300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-11 19:58:27,3,외식,역전할머니맥주,11800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-12 08:13:55,11,여행/숙박,여기어때,8300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-12 10:51:42,4,주유,S-OIL,14800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-12 15:23:18,3,외식,원할머니보쌈,6200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-12 22:31:52,5,영화/문화,현대미술관,10200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-13 11:22:53,12,기타,미용실,16600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-13 14:47:50,1,편의점,이마트24,10900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-13 17:05:30,4,주유,SK에너지,12000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-13 17:08:57,5,영화/문화,키즈카페,9700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-13 20:15:48,12,기타,올리브영,11000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-13 23:16:50,12,기타,철물점,11200,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-14 11:12:42,9,교육/육아,리디북스,9300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-14 13:32:24,5,영화/문화,예술의전당,11600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-14 14:06:56,11,여행/숙박,SRT,11600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-14 15:50:13,3,외식,김밥천국,14400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-15 13:26:00,7,쇼핑,현대백화점,15300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-15 18:11:49,7,쇼핑,ABC마트,3400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-15 21:15:26,12,기타,인테리어,11200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-15 21:48:08,7,쇼핑,유니클로,2400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-16 09:25:06,10,자동차/하이패스,서해안고속도로,8700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-16 13:41:38,12,기타,다이소,15500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-16 18:28:53,4,주유,에이치디현대오일뱅크,9900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-16 20:18:24,5,영화/문화,아쿠아리움,6100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-16 21:21:58,3,외식,원할머니보쌈,7900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-16 22:16:21,2,카페/디저트,엔제리너스,3300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-16 23:26:19,7,쇼핑,에이블리,6600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-17 10:23:36,1,편의점,CU,10600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-17 13:19:20,11,여행/숙박,익스피디아,5400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-17 13:46:28,2,카페/디저트,이디야,5000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-17 17:13:42,2,카페/디저트,투썸,11000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-17 19:38:42,3,외식,맥도날드,6000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-17 20:22:37,4,주유,SK에너지,6500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-18 09:00:48,7,쇼핑,무신사,13400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-18 09:25:10,11,여행/숙박,모두투어,10000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-18 10:23:30,2,카페/디저트,카페베네,13100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-18 15:28:23,7,쇼핑,에이블리,15100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-18 19:23:49,9,교육/육아,yes24,8100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-19 08:30:02,2,카페/디저트,커피빈,8200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-19 10:46:08,6,마트,마켓컬리,14000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-19 17:23:36,7,쇼핑,현대백화점,4600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-19 17:43:19,6,마트,농협하나로마트,11000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-19 21:08:48,5,영화/문화,캐리비안베이,5700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-19 23:03:52,1,편의점,CU,5100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-20 10:37:37,11,여행/숙박,익스피디아,6200,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-20 16:35:36,6,마트,롯데마트,15300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-20 21:11:54,3,외식,이삭토스트,6000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-21 08:45:20,7,쇼핑,자라,14900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-21 10:47:05,4,주유,GS칼텍스,6900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-22 14:02:07,3,외식,롤링파스타,8600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-22 15:53:56,2,카페/디저트,투썸,13200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-22 21:17:39,12,기타,철물점,13300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-22 22:04:04,3,외식,투다리,10900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-23 18:23:40,7,쇼핑,에이블리,5900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-23 20:37:28,7,쇼핑,현대백화점,12400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-23 21:02:29,11,여행/숙박,대한항공,5300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-23 22:01:49,4,주유,SK에너지,12800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-23 22:06:21,7,쇼핑,롯데백화점,8000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-23 23:24:15,7,쇼핑,에이블리,9800,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-24 09:25:19,3,외식,원할머니보쌈,13300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-24 09:51:50,2,카페/디저트,투썸,6600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-24 12:26:03,8,병원/약국,이비인후과,5500,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-24 13:41:03,1,편의점,CU,10900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-24 14:49:15,3,외식,배달의민족,8500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-24 17:19:49,2,카페/디저트,카페베네,7800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-25 12:29:01,7,쇼핑,신세계백화점,3100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-25 16:19:05,7,쇼핑,유니클로,8900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-25 16:48:40,12,기타,철물점,9600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-25 20:46:54,12,기타,철물점,16300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-11-25 22:28:59,7,쇼핑,무신사,8600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-11-25 23:37:02,6,마트,이마트,3000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-26 08:47:30,3,외식,원할머니보쌈,8700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-11-26 12:50:48,4,주유,S-OIL,14600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-26 23:05:56,2,카페/디저트,메가커피,14600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-11-27 10:43:37,2,카페/디저트,컴포즈커피,8600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-11-27 10:54:13,3,외식,명동칼국수,5300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
